feature,mean_abs_shap
PREDICT_original_tf_Gabor_range_F0.2_A1.57,0.00025295235926016656
PREDICT_original_tf_Gabor_range_F0.5_A1.57,0.00025236706072440806
PREDICT_original_tf_GLCMMS_homogeneityd3.0A0.79std,0.0002464147875215066
PREDICT_original_tf_Gabor_kurtosis_F0.5_A0.79,0.0002422112174858008
PREDICT_original_logf_mean_sigma5,0.00024203443187165632
PREDICT_original_tf_Gabor_peak_position_F0.2_A0.79,0.0002365227658824394
PREDICT_original_tf_Gabor_mean_F0.5_A2.36,0.0002356830275754927
PREDICT_original_phasef_phasesym_std_WL3_N5,0.00023563648827955525
PREDICT_original_tf_Gabor_median_F0.2_A0.79,0.00023470147199666137
PREDICT_original_phasef_monogenic_range_WL3_N5,0.00023307719341765355
PREDICT_original_tf_GLCMMS_energyd1.0A1.57std,0.0002320648933037129
PREDICT_original_tf_Gabor_peak_position_F0.05_A1.57,0.00023142903457051427
PREDICT_original_tf_Gabor_mean_F0.05_A1.57,0.00022979051487058622
PREDICT_original_tf_GLCMMS_correlationd3.0A0.79std,0.00022743141434751813
